ensembl_id	biotype	description
ENSG00000289725	lncRNA	novel transcript
ENSG00000289726	lncRNA	novel transcript
ENSG00000289727	lncRNA	novel transcript, antisense to NLRC4
ENSG00000289728	NOT_FOUND_IN_ENSEMBL	
ENSG00000289733	NOT_FOUND_IN_ENSEMBL	
ENSG00000289734	lncRNA	novel transcript
ENSG00000289738	NOT_FOUND_IN_ENSEMBL	
ENSG00000289739	lncRNA	novel transcript
ENSG00000289744	lncRNA	novel transcript
ENSG00000289750	lncRNA	novel transcript
ENSG00000289754	lncRNA	novel transcript
ENSG00000289755	lncRNA	novel transcript
ENSG00000289757	lncRNA	novel transcript
ENSG00000289768	protein_coding	novel protein similar to Fc fragment of IgG, low affinity III, receptor (CD16a) proteins
ENSG00000289788	lncRNA	novel transcript antisense to BRAF
ENSG00000289809	protein_coding	novel protein
ENSG00000289810	lncRNA	novel transcript
ENSG00000289826	NOT_FOUND_IN_ENSEMBL	
ENSG00000289827	lncRNA	novel transcript, antisense to MTIF3
ENSG00000289828	lncRNA	novel transcript
ENSG00000289829	lncRNA	novel transcript
ENSG00000289831	lncRNA	novel transcript
ENSG00000289832	lncRNA	novel transcript
ENSG00000289833	lncRNA	novel transcript
ENSG00000289834	lncRNA	novel transcript
ENSG00000289835	lncRNA	novel transcript, antisense to LYPLA2
ENSG00000289836	lncRNA	novel transcript
ENSG00000289837	lncRNA	novel transcript, antisense to PRELID3B
ENSG00000289838	lncRNA	novel transcript
ENSG00000289839	lncRNA	novel transcript
ENSG00000289840	NOT_FOUND_IN_ENSEMBL	
ENSG00000289841	lncRNA	novel transcript, antisense to SLC25A17
ENSG00000289842	lncRNA	novel transcript
ENSG00000289843	lncRNA	BMS1 pseudogene 14 [Source:NCBI gene (formerly Entrezgene);Acc:101929959]
ENSG00000289844	lncRNA	novel transcript
ENSG00000289845	lncRNA	novel transcript
ENSG00000289846	lncRNA	novel transcript
ENSG00000289847	lncRNA	novel transcript
ENSG00000289848	lncRNA	novel transcript
ENSG00000289850	lncRNA	novel transcript
ENSG00000289852	lncRNA	novel transcript
ENSG00000289853	lncRNA	novel transcript
ENSG00000289854	lncRNA	novel transcript
ENSG00000289855	lncRNA	novel transcript
ENSG00000289856	lncRNA	novel transcript
ENSG00000289857	lncRNA	novel transcript
ENSG00000289858	lncRNA	novel transcript
ENSG00000289859	lncRNA	novel transcript, antisense to MCF2L2
ENSG00000289860	lncRNA	novel transcript
ENSG00000289861	lncRNA	novel transcript
ENSG00000289862	NOT_FOUND_IN_ENSEMBL	
ENSG00000289863	lncRNA	novel transcript
ENSG00000289864	lncRNA	novel transcript
ENSG00000289865	lncRNA	novel transcript
ENSG00000289866	lncRNA	novel transcript
ENSG00000289867	NOT_FOUND_IN_ENSEMBL	
ENSG00000289868	lncRNA	novel transcript, antisense to SMAD4
ENSG00000289869	lncRNA	novel transcript
ENSG00000289870	lncRNA	novel transcript
ENSG00000289871	lncRNA	novel transcript
ENSG00000289872	lncRNA	novel transcript
ENSG00000289873	lncRNA	novel transcript, antisense to RFPL3
ENSG00000289874	lncRNA	novel transcript
ENSG00000289875	lncRNA	novel transcript
ENSG00000289876	lncRNA	novel transcript
ENSG00000289877	lncRNA	novel transcript
ENSG00000289878	lncRNA	novel transcript
ENSG00000289879	lncRNA	novel transcript
ENSG00000289881	lncRNA	long intergenic non-protein coding RNA 1461 [Source:HGNC Symbol;Acc:HGNC:50859]
ENSG00000289882	lncRNA	novel transcript
ENSG00000289883	lncRNA	enhancer lncRNA neighbor of NEAT1 and MALAT1 [Source:HGNC Symbol;Acc:HGNC:56747]
ENSG00000289884	lncRNA	novel transcript
ENSG00000289885	lncRNA	novel transcript
ENSG00000289886	lncRNA	novel transcript
ENSG00000289887	lncRNA	novel transcript, antisense to ABCC4
ENSG00000289888	lncRNA	novel transcript, sense intronic to MTMR3
ENSG00000289889	lncRNA	novel transcript
ENSG00000289890	lncRNA	novel transcript, antisense to ARAF
ENSG00000289891	lncRNA	novel transcript, antisense to INO80C
ENSG00000289892	lncRNA	novel transcript
ENSG00000289893	lncRNA	novel transcript
ENSG00000289894	lncRNA	novel transcript
ENSG00000289895	lncRNA	novel transcript
ENSG00000289896	lncRNA	novel transcript, antisense to FMN1
ENSG00000289897	lncRNA	novel transcript
ENSG00000289898	lncRNA	novel transcript
ENSG00000289899	lncRNA	novel transcript
ENSG00000289901	lncRNA	novel transcripts
ENSG00000289902	lncRNA	novel transcript
ENSG00000289903	lncRNA	novel transcript
ENSG00000289904	lncRNA	novel transcript, antisense to CDC16
ENSG00000289907	lncRNA	novel transcript
ENSG00000289908	lncRNA	novel transcript
ENSG00000289909	lncRNA	novel transcript
ENSG00000289910	lncRNA	novel transcript
ENSG00000289911	lncRNA	novel transcript, antisense to PTP4A1
ENSG00000289912	lncRNA	novel transcript
ENSG00000289913	lncRNA	novel transcript
ENSG00000289915	lncRNA	novel transcript
ENSG00000289916	lncRNA	novel transcript
ENSG00000289918	lncRNA	novel transcript
ENSG00000289919	NOT_FOUND_IN_ENSEMBL	
ENSG00000289920	NOT_FOUND_IN_ENSEMBL	
ENSG00000289921	lncRNA	novel transcript
ENSG00000289922	lncRNA	novel transcript
ENSG00000289923	lncRNA	novel transcript
ENSG00000289924	lncRNA	novel transcript, antisense to F2RL1
ENSG00000289925	lncRNA	novel transcript
ENSG00000289926	lncRNA	novel transcript
ENSG00000289928	lncRNA	novel transcript
ENSG00000289929	lncRNA	novel transcript
ENSG00000289930	lncRNA	novel transcript
ENSG00000289931	lncRNA	novel transcript
ENSG00000289932	lncRNA	novel transcript
ENSG00000289933	lncRNA	novel transcript
ENSG00000289934	lncRNA	novel transcript
ENSG00000289936	lncRNA	novel transcript
ENSG00000289937	lncRNA	novel transcript
ENSG00000289938	lncRNA	novel transcript
ENSG00000289939	lncRNA	novel transcript, sense intronic to IFNGR2
ENSG00000289940	lncRNA	novel transcript
ENSG00000289941	lncRNA	novel transcript
ENSG00000289942	lncRNA	novel transcript
ENSG00000289943	lncRNA	novel transcript
ENSG00000289944	lncRNA	novel transcript
ENSG00000289945	lncRNA	novel transcript
ENSG00000289946	lncRNA	novel transcript, antisense to TXNRD2
ENSG00000289947	lncRNA	novel transcript
ENSG00000289949	lncRNA	novel transcript
ENSG00000289950	NOT_FOUND_IN_ENSEMBL	
ENSG00000289951	lncRNA	novel transcript
ENSG00000289952	lncRNA	novel transcript, antisense to RNLS
ENSG00000289953	lncRNA	novel transcript
ENSG00000289954	lncRNA	novel transcript
ENSG00000289956	lncRNA	novel transcript
ENSG00000289957	lncRNA	novel transcript, antisense to ERN1
ENSG00000289958	NOT_FOUND_IN_ENSEMBL	
ENSG00000289959	lncRNA	novel transcript
ENSG00000289960	lncRNA	novel transcript, sense intronic to DGCR8
ENSG00000289961	lncRNA	novel transcript
ENSG00000289962	lncRNA	novel transcript
ENSG00000289963	lncRNA	novel transcript
ENSG00000289964	lncRNA	novel transcript
ENSG00000289965	lncRNA	novel transcript, antisense to ITGA7
ENSG00000289966	lncRNA	novel transcript
ENSG00000289967	lncRNA	novel transcript
ENSG00000289968	lncRNA	novel transcript, antisense to RNF212B
ENSG00000289970	lncRNA	novel transcript, antisense to TNIP1
ENSG00000289971	lncRNA	novel transcript
ENSG00000289972	lncRNA	novel transcript, antisense to SH3PXD2A
ENSG00000289974	lncRNA	novel transcript
ENSG00000289975	NOT_FOUND_IN_ENSEMBL	
ENSG00000289976	lncRNA	novel transcript
ENSG00000289977	lncRNA	novel transcript
ENSG00000289978	lncRNA	novel transcript
ENSG00000289979	lncRNA	novel transcript, antisense to TINF2
ENSG00000289980	lncRNA	novel transcript
ENSG00000289981	lncRNA	novel transcript
ENSG00000289982	lncRNA	novel transcript
ENSG00000289983	lncRNA	novel transcript, antisense to CPLX1
ENSG00000289984	lncRNA	novel transcript
ENSG00000289985	lncRNA	novel transcript
ENSG00000289986	lncRNA	novel transcript, sense intronic to C3orf58
ENSG00000289987	lncRNA	novel transcript, antisense to KLF4
ENSG00000289988	NOT_FOUND_IN_ENSEMBL	
ENSG00000289989	lncRNA	novel transcript, antisense to RHOBTB1
ENSG00000289990	lncRNA	novel transcript
ENSG00000289991	lncRNA	novel transcript
ENSG00000289992	lncRNA	novel transcript
ENSG00000289993	lncRNA	novel transcript, antisense to TMC1
ENSG00000289994	NOT_FOUND_IN_ENSEMBL	
ENSG00000289995	lncRNA	novel transcript
ENSG00000289996	lncRNA	novel transcript
ENSG00000289997	lncRNA	novel transcript, antisense to HRAS
ENSG00000289998	lncRNA	novel transcript
ENSG00000290000	lncRNA	novel transcript
ENSG00000290001	lncRNA	novel transcript
ENSG00000290003	lncRNA	novel transcript
ENSG00000290004	NOT_FOUND_IN_ENSEMBL	
ENSG00000290005	lncRNA	novel transcript, antisense to FZD3
ENSG00000290006	lncRNA	novel transcript
ENSG00000290007	lncRNA	novel transcript
ENSG00000290008	lncRNA	novel transcript
ENSG00000290009	lncRNA	novel transcript
ENSG00000290010	NOT_FOUND_IN_ENSEMBL	
ENSG00000290013	lncRNA	novel transcript
ENSG00000290014	lncRNA	novel transcript
ENSG00000290015	lncRNA	novel transcript
ENSG00000290016	lncRNA	novel transcript
ENSG00000290017	lncRNA	novel transcript, antisense to GALNT7
ENSG00000290019	lncRNA	novel transcript
ENSG00000290020	lncRNA	novel transcript
ENSG00000290023	lncRNA	novel transcript
ENSG00000290024	lncRNA	novel transcript, antisense to NPTX1
ENSG00000290025	lncRNA	novel transcript
ENSG00000290026	lncRNA	novel transcript
ENSG00000290027	lncRNA	novel transcript
ENSG00000290030	lncRNA	novel transcript
ENSG00000290031	lncRNA	novel transcript, antisense to GMFG
ENSG00000290032	NOT_FOUND_IN_ENSEMBL	
ENSG00000290033	lncRNA	novel transcript, antisense to RNFT2
ENSG00000290034	lncRNA	novel transcript, antisense to TREM2
ENSG00000290035	lncRNA	novel transcript
ENSG00000290036	lncRNA	novel transcript, antisense to KLRD1
ENSG00000290037	lncRNA	novel transcript, antisense to ACTA1
ENSG00000290038	NOT_FOUND_IN_ENSEMBL	
ENSG00000290041	lncRNA	novel transcript
ENSG00000290042	lncRNA	novel transcript, antisense to SMCO2
ENSG00000290043	lncRNA	novel transcript
ENSG00000290044	lncRNA	novel transcript
ENSG00000290046	lncRNA	novel transcript, antisense to LRRFIP2
ENSG00000290047	lncRNA	novel transcript
ENSG00000290048	lncRNA	novel transcript, antisense to DUSP16
ENSG00000290049	lncRNA	novel transcript
ENSG00000290051	lncRNA	novel transcript, antisense to ZSCAN31
ENSG00000290052	lncRNA	novel transcript, antisense to PITPNC1
ENSG00000290053	lncRNA	novel transcript
ENSG00000290056	lncRNA	novel transcript
ENSG00000290057	lncRNA	novel transcript
ENSG00000290058	lncRNA	novel transcript, antisense to NUDT19
ENSG00000290059	lncRNA	novel transcript, antisense to CD163
ENSG00000290060	lncRNA	novel transcript
ENSG00000290061	lncRNA	novel transcript
ENSG00000290062	lncRNA	novel transcript, antisense to NEDD9
ENSG00000290064	lncRNA	novel transcript
ENSG00000290065	lncRNA	novel transcript
ENSG00000290067	lncRNA	novel transcript, antisense to AKAP7
ENSG00000290068	lncRNA	novel transcript
ENSG00000290069	lncRNA	novel transcript
ENSG00000290070	lncRNA	novel transcript, antisense to EPS15L1
ENSG00000290071	lncRNA	novel transcript
ENSG00000290072	lncRNA	novel transcript
ENSG00000290073	lncRNA	novel transcript, antisense to ZNF83
ENSG00000290074	lncRNA	novel transcript
ENSG00000290075	lncRNA	novel transcript
ENSG00000290078	NOT_FOUND_IN_ENSEMBL	
ENSG00000290079	lncRNA	novel transcript
ENSG00000290080	lncRNA	novel transcript
ENSG00000290081	NOT_FOUND_IN_ENSEMBL	
ENSG00000290082	lncRNA	novel transcript, antisense to TP53I13
ENSG00000290083	lncRNA	novel transcript, antisense to ARNTL
ENSG00000290084	lncRNA	novel transcript
ENSG00000290085	lncRNA	novel transcript
ENSG00000290086	lncRNA	novel transcript, antisense to RHBDD1
ENSG00000290087	lncRNA	novel transcript
ENSG00000290088	lncRNA	novel transcript
ENSG00000290089	lncRNA	novel transcript, antisense to MFSD6
ENSG00000290090	lncRNA	novel transcript, antisense to CRCP
ENSG00000290091	NOT_FOUND_IN_ENSEMBL	
ENSG00000290092	lncRNA	novel transcript
ENSG00000290095	lncRNA	novel transcript, antisense to PRKAG2
ENSG00000290097	lncRNA	novel transcript
ENSG00000290099	lncRNA	novel transcript
ENSG00000290100	NOT_FOUND_IN_ENSEMBL	
ENSG00000290101	NOT_FOUND_IN_ENSEMBL	
ENSG00000290102	lncRNA	novel transcript, antisense to CDKN2C
ENSG00000290103	lncRNA	novel transcript
ENSG00000290104	lncRNA	novel transcript
ENSG00000290105	NOT_FOUND_IN_ENSEMBL	
ENSG00000290106	lncRNA	novel transcript
ENSG00000290108	lncRNA	novel transcript
ENSG00000290109	lncRNA	novel transcript, antisense to CA6
ENSG00000290110	lncRNA	novel transcript, antisense to TGOLN2
ENSG00000290111	lncRNA	novel transcript, antisense to SMAP2
ENSG00000290112	lncRNA	novel transcript
ENSG00000290113	lncRNA	novel transcript
ENSG00000290114	lncRNA	novel transcript, antisense to FIGNL1
ENSG00000290115	lncRNA	novel transcript, antisense to USP21and PPOX
ENSG00000290117	lncRNA	novel transcript, antisense to GPR61
ENSG00000290119	lncRNA	novel transcript, antisense to NCK2
ENSG00000290121	lncRNA	novel transcript
ENSG00000290123	lncRNA	novel transcript, antisense to ATPIF1
ENSG00000290124	NOT_FOUND_IN_ENSEMBL	
ENSG00000290125	lncRNA	novel transcript
ENSG00000290126	lncRNA	novel transcript
ENSG00000290127	lncRNA	novel transcript
ENSG00000290146	protein_coding	novel protein, EMG1-C1S
ENSG00000290147	protein_coding	GUCA1ANB-GUCA1A readthrough [Source:HGNC Symbol;Acc:HGNC:56129]
ENSG00000290149	protein_coding	novel protein, GPR141-NME8-EPDR1 readthrough
ENSG00000290166	lncRNA	novel transcript, antisense to SBNO2
ENSG00000131484	NOT_FOUND_IN_ENSEMBL	
ENSG00000206567	lncRNA	novel transcript
ENSG00000223517	lncRNA	novel transcript
ENSG00000223643	lncRNA	novel transcript
ENSG00000224359	lncRNA	novel transcript, antisense to GREM2
ENSG00000224883	lncRNA	novel transcript, antisense to SEPT3
ENSG00000225903	lncRNA	novel transcript
ENSG00000227169	lncRNA	novel transcript
ENSG00000227554	lncRNA	novel transcript
ENSG00000227818	lncRNA	novel transcript
ENSG00000228229	lncRNA	novel transcript
ENSG00000228708	lncRNA	novel transcript
ENSG00000229225	lncRNA	novel transcript
ENSG00000229255	lncRNA	novel transcript
ENSG00000229311	lncRNA	novel transcript
ENSG00000229755	lncRNA	novel transcript
ENSG00000229779	lncRNA	novel transcript
ENSG00000229971	lncRNA	novel transcript
ENSG00000230000	lncRNA	novel transcript
ENSG00000230100	lncRNA	novel transcript
ENSG00000230120	lncRNA	novel transcript
ENSG00000230159	lncRNA	novel transcript
ENSG00000230707	protein_coding	HUWE1 associated protein modifying stress responses 2 [Source:HGNC Symbol;Acc:HGNC:55138]
ENSG00000230967	lncRNA	novel transcript
ENSG00000231630	lncRNA	novel transcript
ENSG00000231986	lncRNA	novel transcript
ENSG00000232110	lncRNA	novel transcript, antisense to LIPA
ENSG00000232183	lncRNA	novel transcript
ENSG00000232971	lncRNA	novel transcript, antisense to FNDC7
ENSG00000233145	lncRNA	novel transcript
ENSG00000233408	NOT_FOUND_IN_ENSEMBL	
ENSG00000233482	lncRNA	novel transcript
ENSG00000233823	lncRNA	novel transcript
ENSG00000233866	lncRNA	novel transcript
ENSG00000234225	lncRNA	novel transcript
ENSG00000234918	lncRNA	novel transcript
ENSG00000235578	NOT_FOUND_IN_ENSEMBL	
ENSG00000235965	lncRNA	novel transcript
ENSG00000236510	lncRNA	novel transcript
ENSG00000237262	NOT_FOUND_IN_ENSEMBL	
ENSG00000237461	NOT_FOUND_IN_ENSEMBL	
ENSG00000237500	lncRNA	novel transcript
ENSG00000237837	lncRNA	novel transcript
ENSG00000238124	lncRNA	novel transcript
ENSG00000238195	lncRNA	novel transcript
ENSG00000238224	lncRNA	KIF26B antisense RNA 2 [Source:HGNC Symbol;Acc:HGNC:41099]
ENSG00000238270	lncRNA	novel transcript
ENSG00000239216	NOT_FOUND_IN_ENSEMBL	
ENSG00000241269	lncRNA	novel transcript
ENSG00000248393	lncRNA	novel transcript
ENSG00000248518	NOT_FOUND_IN_ENSEMBL	
ENSG00000248667	lncRNA	novel transcript
ENSG00000249023	lncRNA	novel transcript
ENSG00000249412	lncRNA	RNF130 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:40836]
ENSG00000249722	lncRNA	novel transcript
ENSG00000249792	lncRNA	novel transcript
ENSG00000249842	lncRNA	novel transcript
ENSG00000250409	lncRNA	novel transcript
ENSG00000250438	lncRNA	novel transcript
ENSG00000251320	lncRNA	novel transcript
ENSG00000251490	lncRNA	novel transcript
ENSG00000251642	lncRNA	novel transcript
ENSG00000253711	lncRNA	CLVS1 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:58429]
ENSG00000254822	lncRNA	novel transcript
ENSG00000254829	lncRNA	KCTD14 antisense RNA 2 [Source:HGNC Symbol;Acc:HGNC:41020]
ENSG00000255119	lncRNA	novel transcript
ENSG00000255351	lncRNA	novel transcript
ENSG00000255928	lncRNA	novel transcript
ENSG00000256281	lncRNA	novel transcript
ENSG00000256691	lncRNA	novel transcript
ENSG00000258600	NOT_FOUND_IN_ENSEMBL	
ENSG00000259002	lncRNA	novel transcript
ENSG00000259017	lncRNA	novel transcript
ENSG00000259060	protein_coding	novel protein
ENSG00000259352	lncRNA	novel transcript, antisense to SORD
ENSG00000259553	lncRNA	novel transcript
ENSG00000259734	lncRNA	novel transcript, antisense to AGBL1
ENSG00000259791	lncRNA	novel transcript
ENSG00000259798	lncRNA	novel transcript HYDIN
ENSG00000259861	lncRNA	novel transcript
ENSG00000259907	lncRNA	novel transcript
ENSG00000260137	lncRNA	novel transcript
ENSG00000260256	lncRNA	novel transcript
ENSG00000260312	lncRNA	novel transcript
ENSG00000260370	lncRNA	novel transcript
ENSG00000260945	lncRNA	novel transcript
ENSG00000260974	lncRNA	novel transcript, antisense to TP53TG3
ENSG00000260986	lncRNA	novel transcript
ENSG00000261215	lncRNA	novel transcript (novel gene-CCL27 readthrough)
ENSG00000261466	lncRNA	novel transcript
ENSG00000261627	lncRNA	novel transcript
ENSG00000261743	lncRNA	novel transcript
ENSG00000261745	lncRNA	novel transcript, overlapping to GCM1
ENSG00000262296	lncRNA	novel transcript, antisense to USP43
ENSG00000263612	lncRNA	novel transcript
ENSG00000263970	lncRNA	novel transcript, antisense to PTPRM
ENSG00000264196	lncRNA	novel transcript, antisense to SLC39A11
ENSG00000264643	lncRNA	novel transcript
ENSG00000264673	lncRNA	novel transcript
ENSG00000265689	lncRNA	novel transcript
ENSG00000265935	lncRNA	novel transcript
ENSG00000266196	lncRNA	novel transcript
ENSG00000266839	lncRNA	novel transcript
ENSG00000267356	lncRNA	novel transcript, antisense ZNF519
ENSG00000267857	lncRNA	novel transcript
ENSG00000268191	lncRNA	novel transcript, antisense to TUBB4A
ENSG00000268362	lncRNA	novel transcript
ENSG00000268739	lncRNA	novel transcript, antisense to KLK10
ENSG00000268777	lncRNA	novel transcript, antisense to SIGLEC6
ENSG00000269387	lncRNA	novel transcript
ENSG00000269446	lncRNA	novel transcript
ENSG00000269564	lncRNA	novel transcript
ENSG00000270372	lncRNA	long intergenic non-protein coding RNA 3131 [Source:HGNC Symbol;Acc:HGNC:58088]
ENSG00000270380	lncRNA	novel transcript, antisense to PROK1
ENSG00000270460	lncRNA	novel transcript
ENSG00000270866	lncRNA	novel transcript
ENSG00000270947	lncRNA	novel transcript
ENSG00000271148	lncRNA	novel transcript
ENSG00000271239	lncRNA	novel transcript
ENSG00000271766	lncRNA	novel transcript
ENSG00000271853	NOT_FOUND_IN_ENSEMBL	
ENSG00000271981	lncRNA	novel transcript
ENSG00000272218	NOT_FOUND_IN_ENSEMBL	
ENSG00000272239	lncRNA	novel transcript, antisense to DPYSL3
ENSG00000272537	lncRNA	novel transcript
ENSG00000272703	lncRNA	novel transcript
ENSG00000272745	lncRNA	novel transcript
ENSG00000272971	NOT_FOUND_IN_ENSEMBL	
ENSG00000273115	lncRNA	novel transcript
ENSG00000273119	NOT_FOUND_IN_ENSEMBL	
ENSG00000273264	lncRNA	novel transcript
ENSG00000273267	lncRNA	novel transcript, antisense to ABLIM2
ENSG00000273365	lncRNA	novel transcript
ENSG00000273821	lncRNA	novel transcript
ENSG00000273982	lncRNA	novel transcript, antisense to BCAS3
ENSG00000274198	lncRNA	novel transcript
ENSG00000274379	lncRNA	novel transcript
ENSG00000274507	lncRNA	novel transcript, antisense to PYGB
