mouse_symbol	signatures	class	n_human_targets	human_targets	inclusion_decision
Phlda2	FETAL_SPHEROID_EPITHELIUM_GENES;YAP_SIGNALING_GENES	ortholog_one2one	1	PHLDA2:ENSG00000181649	include_primary
Phlda3	FETAL_INTESTINE_GENES;FETAL_SPHEROID_EPITHELIUM_GENES	ortholog_one2one	1	PHLDA3:ENSG00000174307	include_primary
Phldb2	FETAL_INTESTINE_GENES;YAP_SIGNALING_GENES	ortholog_one2one	1	PHLDB2:ENSG00000144824	include_primary
Pias3	FETAL_INTESTINE_GENES	ortholog_one2one	1	PIAS3:ENSG00000131788	include_primary
Picalm	FETAL_INTESTINE_GENES	ortholog_one2one	1	PICALM:ENSG00000073921	include_primary
Piezo1	FETAL_INTESTINE_GENES	ortholog_one2one	1	PIEZO1:ENSG00000103335	include_primary
Pifo	FETAL_INTESTINE_GENES	NOT_FOUND_IN_BIOMART	0		exclude
Pik3C2G	FETAL_INTESTINE_GENES	NOT_FOUND_IN_BIOMART	0		exclude
Pik3Ip1	FETAL_INTESTINE_GENES	NOT_FOUND_IN_BIOMART	0		exclude
Pik3R3	FETAL_INTESTINE_GENES	NOT_FOUND_IN_BIOMART	0		exclude
Pilra	FETAL_INTESTINE_GENES	NO_ORTHOLOG	0		exclude
Pim1	YAP_SIGNALING_GENES	ortholog_one2one	1	PIM1:ENSG00000137193	include_primary
Pip4K2A	FETAL_INTESTINE_GENES	NOT_FOUND_IN_BIOMART	0		exclude
Pip4K2B	FETAL_INTESTINE_GENES	NOT_FOUND_IN_BIOMART	0		exclude
Pip4K2C	FETAL_INTESTINE_GENES	NOT_FOUND_IN_BIOMART	0		exclude
Pip5K1A	FETAL_INTESTINE_GENES	NOT_FOUND_IN_BIOMART	0		exclude
Pir	FETAL_SPHEROID_EPITHELIUM_GENES	ortholog_one2one	1	PIR:ENSG00000087842	include_primary
Pitpna	FETAL_INTESTINE_GENES	ortholog_one2one	1	PITPNA:ENSG00000174238	include_primary
Pitpnm3	FETAL_INTESTINE_GENES	ortholog_one2one	1	PITPNM3:ENSG00000091622	include_primary
Pkd2	FETAL_INTESTINE_GENES	ortholog_one2one	1	PKD2:ENSG00000118762	include_primary
Pkia	FETAL_INTESTINE_GENES	ortholog_one2one	1	PKIA:ENSG00000171033	include_primary
Pkp4	FETAL_INTESTINE_GENES	ortholog_one2one	1	PKP4:ENSG00000144283	include_primary
Pla1A	FETAL_INTESTINE_GENES	NOT_FOUND_IN_BIOMART	0		exclude
Pla2G15	FETAL_INTESTINE_GENES	NOT_FOUND_IN_BIOMART	0		exclude
Pla2G2A	REGENERATIVE_EPITHELIUM	NOT_FOUND_IN_BIOMART	0		exclude
Plat	FETAL_INTESTINE_GENES;FETAL_SPHEROID_EPITHELIUM_GENES;REGENERATIVE_EPITHELIUM;YAP_SIGNALING_GENES	ortholog_one2one	1	PLAT:ENSG00000104368	include_primary
Plau	FETAL_INTESTINE_GENES;REGENERATIVE_EPITHELIUM;YAP_SIGNALING_GENES	ortholog_one2one	1	PLAU:ENSG00000122861	include_primary
Plaur	FETAL_INTESTINE_GENES;FETAL_SPHEROID_EPITHELIUM_GENES;REGENERATIVE_EPITHELIUM;YAP_SIGNALING_GENES	ortholog_one2one	1	PLAUR:ENSG00000011422	include_primary
Plcd3	FETAL_INTESTINE_GENES;FETAL_SPHEROID_EPITHELIUM_GENES;YAP_SIGNALING_GENES	ortholog_one2one	1	PLCD3:ENSG00000161714	include_primary
Pld3	FETAL_INTESTINE_GENES	ortholog_one2one	1	PLD3:ENSG00000105223	include_primary
Plec	FETAL_INTESTINE_GENES;YAP_SIGNALING_GENES	ortholog_one2one	1	PLEC:ENSG00000178209	include_primary
Plekhg3	REVIVAL_STEM_CELL_GENES;YAP_SIGNALING_GENES	ortholog_one2one	1	PLEKHG3:ENSG00000126822	include_primary
Plekhh1	REVIVAL_STEM_CELL_GENES	ortholog_one2one	1	PLEKHH1:ENSG00000054690	include_primary
Plekhm3	FETAL_INTESTINE_GENES	ortholog_one2one	1	PLEKHM3:ENSG00000178385	include_primary
Plekhs1	FETAL_INTESTINE_GENES;FETAL_SPHEROID_EPITHELIUM_GENES	ortholog_one2one	1	PLEKHS1:ENSG00000148735	include_primary
Plet1	REGENERATIVE_EPITHELIUM	ortholog_one2one	1	PLET1:ENSG00000188771	include_primary
Plin4	FETAL_INTESTINE_GENES	ortholog_one2one	1	PLIN4:ENSG00000167676	include_primary
Plk2	FETAL_INTESTINE_GENES;FETAL_SPHEROID_EPITHELIUM_GENES;YAP_SIGNALING_GENES	ortholog_one2one	1	PLK2:ENSG00000145632	include_primary
Pllp	FETAL_INTESTINE_GENES	ortholog_one2one	1	PLLP:ENSG00000102934	include_primary
Plod2	FETAL_INTESTINE_GENES;REGENERATIVE_EPITHELIUM	ortholog_one2one	1	PLOD2:ENSG00000152952	include_primary
Pls3	FETAL_INTESTINE_GENES;REVIVAL_STEM_CELL_GENES	ortholog_one2one	1	PLS3:ENSG00000102024	include_primary
Plscr1	FETAL_INTESTINE_GENES	ambiguous	1	PLSCR1:ENSG00000188313	extended_ambiguous_only
Plscr2	FETAL_INTESTINE_GENES	ambiguous	1	PLSCR1:ENSG00000188313	extended_ambiguous_only
Plscr4	FETAL_INTESTINE_GENES	ortholog_one2one	1	PLSCR4:ENSG00000114698	include_primary
Pltp	REGENERATIVE_EPITHELIUM	ortholog_one2one	1	PLTP:ENSG00000100979	include_primary
Plxnb2	FETAL_INTESTINE_GENES	ortholog_one2one	1	PLXNB2:ENSG00000196576	include_primary
Pmaip1	YAP_SIGNALING_GENES	ortholog_one2one	1	PMAIP1:ENSG00000141682	include_primary
Pmepa1	FETAL_INTESTINE_GENES;FETAL_SPHEROID_EPITHELIUM_GENES	ortholog_one2one	1	PMEPA1:ENSG00000124225	include_primary
Pmm1	FETAL_SPHEROID_EPITHELIUM_GENES	ortholog_one2one	1	PMM1:ENSG00000100417	include_primary
Pmp22	YAP_SIGNALING_GENES	ortholog_one2one	1	PMP22:ENSG00000109099	include_primary
Pnpt1	REVIVAL_STEM_CELL_GENES	ortholog_one2one	1	PNPT1:ENSG00000138035	include_primary
Podxl	YAP_SIGNALING_GENES	ortholog_one2one	1	PODXL:ENSG00000128567	include_primary
Polr2L	FETAL_INTESTINE_GENES	NOT_FOUND_IN_BIOMART	0		exclude
Porcn	FETAL_INTESTINE_GENES	ortholog_one2one	1	PORCN:ENSG00000102312	include_primary
Postn	REGENERATIVE_EPITHELIUM	ortholog_one2one	1	POSTN:ENSG00000133110	include_primary
Pou6F1	FETAL_INTESTINE_GENES	NOT_FOUND_IN_BIOMART	0		exclude
Pparg	YAP_SIGNALING_GENES	ortholog_one2one	1	PPARG:ENSG00000132170	include_primary
Ppbp	FETAL_INTESTINE_GENES;REGENERATIVE_EPITHELIUM	NO_ORTHOLOG	0		exclude
Ppfibp1	FETAL_INTESTINE_GENES	ortholog_one2one	1	PPFIBP1:ENSG00000110841	include_primary
Ppfibp2	REVIVAL_STEM_CELL_GENES	ortholog_one2one	1	PPFIBP2:ENSG00000166387	include_primary
Ppic	FETAL_SPHEROID_EPITHELIUM_GENES;REGENERATIVE_EPITHELIUM	ortholog_one2one	1	PPIC:ENSG00000168938	include_primary
Ppl	FETAL_INTESTINE_GENES;FETAL_SPHEROID_EPITHELIUM_GENES;YAP_SIGNALING_GENES	ortholog_one2one	1	PPL:ENSG00000118898	include_primary
Ppm1K	FETAL_INTESTINE_GENES	NOT_FOUND_IN_BIOMART	0		exclude
Ppm1M	FETAL_INTESTINE_GENES	NOT_FOUND_IN_BIOMART	0		exclude
Ppp1R11	FETAL_INTESTINE_GENES	NOT_FOUND_IN_BIOMART	0		exclude
Ppp1R15A	FETAL_INTESTINE_GENES;REGENERATIVE_EPITHELIUM;YAP_SIGNALING_GENES	NOT_FOUND_IN_BIOMART	0		exclude
Ppp1R18	FETAL_INTESTINE_GENES	NOT_FOUND_IN_BIOMART	0		exclude
Ppp1R2	YAP_SIGNALING_GENES	NOT_FOUND_IN_BIOMART	0		exclude
Ppp1R3C	FETAL_INTESTINE_GENES	NOT_FOUND_IN_BIOMART	0		exclude
Ppp1R3D	FETAL_INTESTINE_GENES	NOT_FOUND_IN_BIOMART	0		exclude
Ppp1R7	REVIVAL_STEM_CELL_GENES	NOT_FOUND_IN_BIOMART	0		exclude
Ppp1R9A	YAP_SIGNALING_GENES	NOT_FOUND_IN_BIOMART	0		exclude
Ppp2R2B	FETAL_INTESTINE_GENES	NOT_FOUND_IN_BIOMART	0		exclude
Pramef8	FETAL_INTESTINE_GENES	NOT_FOUND_IN_BIOMART	0		exclude
Prc1	REVIVAL_STEM_CELL_GENES	ortholog_one2one	1	PRC1:ENSG00000198901	include_primary
Prkaa1	REVIVAL_STEM_CELL_GENES	ortholog_one2one	1	PRKAA1:ENSG00000132356	include_primary
Prkacb	FETAL_INTESTINE_GENES	ortholog_one2one	1	PRKACB:ENSG00000142875	include_primary
Prkar1A	FETAL_SPHEROID_EPITHELIUM_GENES	NOT_FOUND_IN_BIOMART	0		exclude
Prkar2B	FETAL_INTESTINE_GENES	NOT_FOUND_IN_BIOMART	0		exclude
Prkca	FETAL_INTESTINE_GENES	ortholog_one2one	1	PRKCA:ENSG00000154229	include_primary
Prkcdbp	FETAL_INTESTINE_GENES;FETAL_SPHEROID_EPITHELIUM_GENES;YAP_SIGNALING_GENES	NOT_FOUND_IN_BIOMART	0		exclude
Prkch	FETAL_INTESTINE_GENES	ortholog_one2one	1	PRKCH:ENSG00000027075	include_primary
Prkcz	FETAL_INTESTINE_GENES	ortholog_one2one	1	PRKCZ:ENSG00000067606	include_primary
Prkd3	FETAL_INTESTINE_GENES	ortholog_one2one	1	PRKD3:ENSG00000115825	include_primary
Prl2C3	FETAL_SPHEROID_EPITHELIUM_GENES;YAP_SIGNALING_GENES	NOT_FOUND_IN_BIOMART	0		exclude
Prmt2	FETAL_INTESTINE_GENES	ortholog_one2one	1	PRMT2:ENSG00000160310	include_primary
Prnd	YAP_SIGNALING_GENES	ortholog_one2one	1	PRND:ENSG00000171864	include_primary
Prnp	FETAL_INTESTINE_GENES	ortholog_one2one	1	PRNP:ENSG00000171867	include_primary
Proc	FETAL_INTESTINE_GENES	NO_ORTHOLOG	0		exclude
Prom1	REVIVAL_STEM_CELL_GENES	ortholog_one2one	1	PROM1:ENSG00000007062	include_primary
Prps2	REVIVAL_STEM_CELL_GENES	ortholog_one2one	1	PRPS2:ENSG00000101911	include_primary
Prr13	FETAL_INTESTINE_GENES	NO_ORTHOLOG	0		exclude
Prr18	FETAL_INTESTINE_GENES	ortholog_one2one	1	PRR18:ENSG00000176381	include_primary
Prrg4	YAP_SIGNALING_GENES	ortholog_one2one	1	PRRG4:ENSG00000135378	include_primary
Prss22	FETAL_INTESTINE_GENES;FETAL_SPHEROID_EPITHELIUM_GENES	ortholog_one2one	1	PRSS22:ENSG00000005001	include_primary
Prss23	YAP_SIGNALING_GENES	ortholog_one2one	1	PRSS23:ENSG00000150687	include_primary
Psapl1	FETAL_INTESTINE_GENES;FETAL_SPHEROID_EPITHELIUM_GENES	ortholog_one2one	1	PSAPL1:ENSG00000178597	include_primary
Psca	FETAL_INTESTINE_GENES;FETAL_SPHEROID_EPITHELIUM_GENES;REVIVAL_STEM_CELL_GENES;YAP_SIGNALING_GENES	ortholog_one2one	1	PSCA:ENSG00000167653	include_primary
Psma3	REVIVAL_STEM_CELL_GENES	ortholog_one2one	1	PSMA3:ENSG00000100567	include_primary
Psrc1	FETAL_SPHEROID_EPITHELIUM_GENES	ortholog_one2one	1	PSRC1:ENSG00000134222	include_primary
Ptgs1	FETAL_INTESTINE_GENES	ortholog_one2one	1	PTGS1:ENSG00000095303	include_primary
Ptgs2	REGENERATIVE_EPITHELIUM	ortholog_one2one	1	PTGS2:ENSG00000073756	include_primary
Ptk7	FETAL_INTESTINE_GENES	ortholog_one2one	1	PTK7:ENSG00000112655	include_primary
Ptp4A3	FETAL_SPHEROID_EPITHELIUM_GENES	NOT_FOUND_IN_BIOMART	0		exclude
Ptpdc1	FETAL_INTESTINE_GENES	ortholog_one2one	1	PTPDC1:ENSG00000158079	include_primary
Ptpn14	FETAL_INTESTINE_GENES;YAP_SIGNALING_GENES	ortholog_one2one	1	PTPN14:ENSG00000152104	include_primary
Ptpn21	YAP_SIGNALING_GENES	ortholog_one2one	1	PTPN21:ENSG00000070778	include_primary
Ptprb	FETAL_INTESTINE_GENES	ortholog_one2one	1	PTPRB:ENSG00000127329	include_primary
Ptpre	FETAL_INTESTINE_GENES	ortholog_one2one	1	PTPRE:ENSG00000132334	include_primary
Ptprk	FETAL_INTESTINE_GENES	ortholog_one2one	1	PTPRK:ENSG00000152894	include_primary
Ptprr	FETAL_INTESTINE_GENES	ortholog_one2one	1	PTPRR:ENSG00000153233	include_primary
Ptprs	FETAL_INTESTINE_GENES	ortholog_one2one	1	PTPRS:ENSG00000105426	include_primary
Ptprt	YAP_SIGNALING_GENES	ortholog_one2one	1	PTPRT:ENSG00000196090	include_primary
Ptrf	FETAL_INTESTINE_GENES;YAP_SIGNALING_GENES	NOT_FOUND_IN_BIOMART	0		exclude
Ptrh1	YAP_SIGNALING_GENES	ortholog_one2one	1	PTRH1:ENSG00000187024	include_primary
Pum2	REVIVAL_STEM_CELL_GENES	ortholog_one2one	1	PUM2:ENSG00000055917	include_primary
Pvr	YAP_SIGNALING_GENES	ortholog_one2one	1	PVR:ENSG00000073008	include_primary
Pwwp2B	FETAL_INTESTINE_GENES;YAP_SIGNALING_GENES	NOT_FOUND_IN_BIOMART	0		exclude
Pycr2	FETAL_INTESTINE_GENES	ortholog_one2one	1	PYCR2:ENSG00000143811	include_primary
Pygb	FETAL_INTESTINE_GENES	ortholog_one2one	1	PYGB:ENSG00000100994	include_primary
Qsox1	FETAL_INTESTINE_GENES	ortholog_one2one	1	QSOX1:ENSG00000116260	include_primary
R3Hdm4	FETAL_INTESTINE_GENES;REVIVAL_STEM_CELL_GENES	NOT_FOUND_IN_BIOMART	0		exclude
Rab11A	FETAL_INTESTINE_GENES	NOT_FOUND_IN_BIOMART	0		exclude
Rab11Fip5	FETAL_INTESTINE_GENES;FETAL_SPHEROID_EPITHELIUM_GENES	NOT_FOUND_IN_BIOMART	0		exclude
Rab12	FETAL_INTESTINE_GENES	ortholog_one2one	1	RAB12:ENSG00000206418	include_primary
Rab15	FETAL_SPHEROID_EPITHELIUM_GENES	ortholog_one2one	1	RAB15:ENSG00000139998	include_primary
Rab27A	FETAL_INTESTINE_GENES	NOT_FOUND_IN_BIOMART	0		exclude
Rab27B	FETAL_SPHEROID_EPITHELIUM_GENES	NOT_FOUND_IN_BIOMART	0		exclude
Rab31	FETAL_INTESTINE_GENES	ortholog_one2one	1	RAB31:ENSG00000168461	include_primary
Rab32	FETAL_INTESTINE_GENES	NO_ORTHOLOG	0		exclude
Rab34	FETAL_INTESTINE_GENES	ortholog_one2one	1	RAB34:ENSG00000109113	include_primary
Rab38	FETAL_INTESTINE_GENES	ortholog_one2one	1	RAB38:ENSG00000123892	include_primary
Rabac1	FETAL_INTESTINE_GENES	ortholog_one2one	1	RABAC1:ENSG00000105404	include_primary
Rac3	FETAL_INTESTINE_GENES	ortholog_one2one	1	RAC3:ENSG00000169750	include_primary
Ranbp1	REVIVAL_STEM_CELL_GENES	ortholog_one2one	1	RANBP1:ENSG00000099901	include_primary
Rap1Gap	FETAL_INTESTINE_GENES	NOT_FOUND_IN_BIOMART	0		exclude
Rapgef2	YAP_SIGNALING_GENES	ortholog_one2one	1	RAPGEF2:ENSG00000109756	include_primary
Rapgef6	FETAL_INTESTINE_GENES	ortholog_one2one	1	RAPGEF6:ENSG00000158987	include_primary
Raph1	YAP_SIGNALING_GENES	ortholog_one2one	1	RAPH1:ENSG00000173166	include_primary
Rarres2	REGENERATIVE_EPITHELIUM	ortholog_one2one	1	RARRES2:ENSG00000106538	include_primary
Rasgef1B	YAP_SIGNALING_GENES	NOT_FOUND_IN_BIOMART	0		exclude
Rasgrf1	FETAL_INTESTINE_GENES	ortholog_one2one	1	RASGRF1:ENSG00000058335	include_primary
Rasgrp3	FETAL_INTESTINE_GENES	ortholog_one2one	1	RASGRP3:ENSG00000152689	include_primary
Rasl10A	FETAL_INTESTINE_GENES	NOT_FOUND_IN_BIOMART	0		exclude
Rassf1	YAP_SIGNALING_GENES	ortholog_one2one	1	RASSF1:ENSG00000068028	include_primary
Rassf5	FETAL_INTESTINE_GENES	ortholog_one2one	1	RASSF5:ENSG00000266094	include_primary
Rassf7	FETAL_INTESTINE_GENES	ortholog_one2one	1	RASSF7:ENSG00000099849	include_primary
Rassf8	YAP_SIGNALING_GENES	ortholog_one2one	1	RASSF8:ENSG00000123094	include_primary
Rassf9	FETAL_INTESTINE_GENES	ortholog_one2one	1	RASSF9:ENSG00000198774	include_primary
Rbbp4	FETAL_INTESTINE_GENES	ortholog_one2one	1	RBBP4:ENSG00000162521	include_primary
Rbbp9	FETAL_INTESTINE_GENES	ortholog_one2one	1	RBBP9:ENSG00000089050	include_primary
Rbm25	REVIVAL_STEM_CELL_GENES	ortholog_one2one	1	RBM25:ENSG00000119707	include_primary
Rbm43	FETAL_INTESTINE_GENES	ortholog_one2one	1	RBM43:ENSG00000184898	include_primary
Rbm4B	FETAL_INTESTINE_GENES	NOT_FOUND_IN_BIOMART	0		exclude
Rbms1	FETAL_INTESTINE_GENES;FETAL_SPHEROID_EPITHELIUM_GENES;YAP_SIGNALING_GENES	ortholog_one2one	1	RBMS1:ENSG00000153250	include_primary
Rbms3	FETAL_INTESTINE_GENES	ortholog_one2one	1	RBMS3:ENSG00000144642	include_primary
Rbmx2	REVIVAL_STEM_CELL_GENES	ortholog_one2one	1	RBMX2:ENSG00000134597	include_primary
Rbp1	FETAL_INTESTINE_GENES;REGENERATIVE_EPITHELIUM;REVIVAL_STEM_CELL_GENES	ortholog_one2one	1	RBP1:ENSG00000114115	include_primary
Rbpj	REVIVAL_STEM_CELL_GENES	ortholog_one2one	1	RBPJ:ENSG00000168214	include_primary
Rbpms	FETAL_INTESTINE_GENES;REGENERATIVE_EPITHELIUM;YAP_SIGNALING_GENES	ortholog_one2one	1	RBPMS:ENSG00000157110	include_primary
Rbx1	FETAL_INTESTINE_GENES	ortholog_one2one	1	RBX1:ENSG00000100387	include_primary
Rcan3	FETAL_INTESTINE_GENES	ortholog_one2one	1	RCAN3:ENSG00000117602	include_primary
Rdh10	FETAL_INTESTINE_GENES;FETAL_SPHEROID_EPITHELIUM_GENES	ortholog_one2one	1	RDH10:ENSG00000121039	include_primary
Reep5	FETAL_INTESTINE_GENES	ortholog_one2one	1	REEP5:ENSG00000129625	include_primary
Reg3B	REGENERATIVE_EPITHELIUM	NOT_FOUND_IN_BIOMART	0		exclude
Reg3G	FETAL_INTESTINE_GENES;REGENERATIVE_EPITHELIUM	NOT_FOUND_IN_BIOMART	0		exclude
Reln	FETAL_INTESTINE_GENES	ortholog_one2one	1	RELN:ENSG00000189056	include_primary
Rem2	FETAL_INTESTINE_GENES	ortholog_one2one	1	REM2:ENSG00000139890	include_primary
Retnlb	REGENERATIVE_EPITHELIUM	ambiguous	1	RETNLB:ENSG00000163515	extended_ambiguous_only
Rfc3	REVIVAL_STEM_CELL_GENES	ortholog_one2one	1	RFC3:ENSG00000133119	include_primary
Rfx2	FETAL_INTESTINE_GENES	ortholog_one2one	1	RFX2:ENSG00000087903	include_primary
Rgl1	FETAL_INTESTINE_GENES	ortholog_one2one	1	RGL1:ENSG00000143344	include_primary
Rgl3	FETAL_INTESTINE_GENES	ortholog_one2one	1	RGL3:ENSG00000205517	include_primary
Rgs10	FETAL_INTESTINE_GENES	ortholog_one2one	1	RGS10:ENSG00000148908	include_primary
Rgs19	FETAL_SPHEROID_EPITHELIUM_GENES	ortholog_one2one	1	RGS19:ENSG00000171700	include_primary
Rhbdf1	FETAL_INTESTINE_GENES	ortholog_one2one	1	RHBDF1:ENSG00000007384	include_primary
Rhob	FETAL_INTESTINE_GENES	ortholog_one2one	1	RHOB:ENSG00000143878	include_primary
Rhoc	FETAL_INTESTINE_GENES	ortholog_one2one	1	RHOC:ENSG00000155366	include_primary
Rhod	FETAL_INTESTINE_GENES;FETAL_SPHEROID_EPITHELIUM_GENES;YAP_SIGNALING_GENES	ortholog_one2one	1	RHOD:ENSG00000173156	include_primary
Rhof	YAP_SIGNALING_GENES	ortholog_one2one	1	RHOF:ENSG00000139725	include_primary
Rhoj	FETAL_INTESTINE_GENES	ortholog_one2one	1	RHOJ:ENSG00000126785	include_primary
Rilpl1	FETAL_INTESTINE_GENES	ortholog_one2one	1	RILPL1:ENSG00000188026	include_primary
Rin1	YAP_SIGNALING_GENES	ortholog_one2one	1	RIN1:ENSG00000174791	include_primary
Rin3	FETAL_INTESTINE_GENES;YAP_SIGNALING_GENES	ortholog_one2one	1	RIN3:ENSG00000100599	include_primary
Ripk3	REGENERATIVE_EPITHELIUM	ortholog_one2one	1	RIPK3:ENSG00000129465	include_primary
Ripk4	REVIVAL_STEM_CELL_GENES	ortholog_one2one	1	RIPK4:ENSG00000183421	include_primary
Ripply3	FETAL_INTESTINE_GENES	ortholog_one2one	1	RIPPLY3:ENSG00000183145	include_primary
Rmdn2	FETAL_INTESTINE_GENES	ortholog_one2one	1	RMDN2:ENSG00000115841	include_primary
Rnd1	YAP_SIGNALING_GENES	ortholog_one2one	1	RND1:ENSG00000172602	include_primary
Rnf11	FETAL_INTESTINE_GENES	ambiguous	1	RNF11:ENSG00000123091	extended_ambiguous_only
Rnf135	FETAL_INTESTINE_GENES	NO_ORTHOLOG	0		exclude
Rnf208	FETAL_INTESTINE_GENES;YAP_SIGNALING_GENES	ortholog_one2one	1	RNF208:ENSG00000212864	include_primary
Rnf39	YAP_SIGNALING_GENES	ortholog_one2one	1	RNF39:ENSG00000204618	include_primary
Rnu3A	REGENERATIVE_EPITHELIUM	NOT_FOUND_IN_BIOMART	0		exclude
Robo1	FETAL_INTESTINE_GENES;REGENERATIVE_EPITHELIUM	ortholog_one2one	1	ROBO1:ENSG00000169855	include_primary
Rogdi	FETAL_INTESTINE_GENES	ortholog_one2one	1	ROGDI:ENSG00000067836	include_primary
Romo1	FETAL_INTESTINE_GENES	ortholog_one2one	1	ROMO1:ENSG00000125995	include_primary
Rora	FETAL_INTESTINE_GENES	ortholog_one2one	1	RORA:ENSG00000069667	include_primary
Rpgrip1L	FETAL_INTESTINE_GENES	NOT_FOUND_IN_BIOMART	0		exclude
Rpl12	REVIVAL_STEM_CELL_GENES	ortholog_one2one	1	RPL12:ENSG00000197958	include_primary
Rpl13A	REGENERATIVE_EPITHELIUM	NOT_FOUND_IN_BIOMART	0		exclude
Rpl18A	REVIVAL_STEM_CELL_GENES	NOT_FOUND_IN_BIOMART	0		exclude
Rpl23	REVIVAL_STEM_CELL_GENES	ortholog_one2one	1	RPL23:ENSG00000125691	include_primary
Rpl30	REGENERATIVE_EPITHELIUM	ortholog_one2one	1	RPL30:ENSG00000156482	include_primary
Rpl31	REVIVAL_STEM_CELL_GENES	ortholog_one2one	1	RPL31:ENSG00000071082	include_primary
Rpl32	REVIVAL_STEM_CELL_GENES	ortholog_one2one	1	RPL32:ENSG00000144713	include_primary
Rpl36A	REVIVAL_STEM_CELL_GENES	NOT_FOUND_IN_BIOMART	0		exclude
Rpph1	REGENERATIVE_EPITHELIUM	NO_ORTHOLOG	0		exclude
Rps11	REVIVAL_STEM_CELL_GENES	ortholog_one2one	1	RPS11:ENSG00000142534	include_primary
Rps17	REVIVAL_STEM_CELL_GENES	ortholog_one2one	1	RPS17:ENSG00000182774	include_primary
Rps19	FETAL_INTESTINE_GENES;REVIVAL_STEM_CELL_GENES	ortholog_one2one	1	RPS19:ENSG00000105372	include_primary
Rps24	REVIVAL_STEM_CELL_GENES	ortholog_one2one	1	RPS24:ENSG00000138326	include_primary
Rps25	REVIVAL_STEM_CELL_GENES	ortholog_one2one	1	RPS25:ENSG00000118181	include_primary
Rps26	REVIVAL_STEM_CELL_GENES	NO_ORTHOLOG	0		exclude
Rps27L	REVIVAL_STEM_CELL_GENES	NOT_FOUND_IN_BIOMART	0		exclude
Rps28	REVIVAL_STEM_CELL_GENES	ortholog_one2one	1	RPS28:ENSG00000233927	include_primary
Rps29	REVIVAL_STEM_CELL_GENES	NO_ORTHOLOG	0		exclude
Rps4X	REVIVAL_STEM_CELL_GENES	NOT_FOUND_IN_BIOMART	0		exclude
Rrad	YAP_SIGNALING_GENES	ortholog_one2one	1	RRAD:ENSG00000166592	include_primary
Rras	FETAL_INTESTINE_GENES	ortholog_one2one	1	RRAS:ENSG00000126458	include_primary
Rras2	YAP_SIGNALING_GENES	ortholog_one2one	1	RRAS2:ENSG00000133818	include_primary
Rrm2B	FETAL_INTESTINE_GENES	NOT_FOUND_IN_BIOMART	0		exclude
Rsad1	FETAL_INTESTINE_GENES	ortholog_one2one	1	RSAD1:ENSG00000136444	include_primary
Rsad2	YAP_SIGNALING_GENES	ortholog_one2one	1	RSAD2:ENSG00000134321	include_primary
Rsph1	FETAL_INTESTINE_GENES	ortholog_one2one	1	RSPH1:ENSG00000160188	include_primary
Rsph9	FETAL_INTESTINE_GENES	ortholog_one2one	1	RSPH9:ENSG00000172426	include_primary
Rtn4	FETAL_INTESTINE_GENES	ortholog_one2one	1	RTN4:ENSG00000115310	include_primary
Rtp4	YAP_SIGNALING_GENES	ortholog_one2one	1	RTP4:ENSG00000136514	include_primary
Runx1	FETAL_INTESTINE_GENES	ortholog_one2one	1	RUNX1:ENSG00000159216	include_primary
Runx2	REGENERATIVE_EPITHELIUM	ortholog_one2one	1	RUNX2:ENSG00000124813	include_primary
Rusc2	YAP_SIGNALING_GENES	ortholog_one2one	1	RUSC2:ENSG00000198853	include_primary
Rwdd1	REVIVAL_STEM_CELL_GENES	ortholog_one2one	1	RWDD1:ENSG00000111832	include_primary
S100A1	FETAL_INTESTINE_GENES	NOT_FOUND_IN_BIOMART	0		exclude
S100A11	FETAL_SPHEROID_EPITHELIUM_GENES;REVIVAL_STEM_CELL_GENES;YAP_SIGNALING_GENES	NOT_FOUND_IN_BIOMART	0		exclude
S100A13	FETAL_INTESTINE_GENES	NOT_FOUND_IN_BIOMART	0		exclude
S100A14	FETAL_INTESTINE_GENES;FETAL_SPHEROID_EPITHELIUM_GENES;YAP_SIGNALING_GENES	NOT_FOUND_IN_BIOMART	0		exclude
S100A16	FETAL_INTESTINE_GENES;FETAL_SPHEROID_EPITHELIUM_GENES;REVIVAL_STEM_CELL_GENES;YAP_SIGNALING_GENES	NOT_FOUND_IN_BIOMART	0		exclude
S100A4	FETAL_SPHEROID_EPITHELIUM_GENES;REGENERATIVE_EPITHELIUM;YAP_SIGNALING_GENES	NOT_FOUND_IN_BIOMART	0		exclude
S100A6	FETAL_INTESTINE_GENES;FETAL_SPHEROID_EPITHELIUM_GENES;YAP_SIGNALING_GENES	NOT_FOUND_IN_BIOMART	0		exclude
S100A7A	FETAL_INTESTINE_GENES	NOT_FOUND_IN_BIOMART	0		exclude
S100A8	REGENERATIVE_EPITHELIUM	NOT_FOUND_IN_BIOMART	0		exclude
S100A9	REGENERATIVE_EPITHELIUM	NOT_FOUND_IN_BIOMART	0		exclude
S1Pr2	FETAL_INTESTINE_GENES;YAP_SIGNALING_GENES	NOT_FOUND_IN_BIOMART	0		exclude
Saa3	REGENERATIVE_EPITHELIUM	NO_ORTHOLOG	0		exclude
Sall2	FETAL_INTESTINE_GENES	ortholog_one2one	1	SALL2:ENSG00000165821	include_primary
Samd14	FETAL_INTESTINE_GENES	ortholog_one2one	1	SAMD14:ENSG00000167100	include_primary
